,Churn,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Age,Gender,avg_satisfaction,avg_accomodation,avg_reception,avg_catering,avg_key_factors,RewardPoints_bins,Age_bin
3698,churn,yes,leisure,double,4978.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0,49,M,2.357142857142857,2.2,3.0,1.0,2.5,2,Mid_adult
3699,churn,yes,business,double,4384.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,26,F,2.7857142857142856,2.4,3.2,1.5,4.0,1,Young_adult
3700,nochurn,yes,business,double,5340.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,45,M,3.5714285714285716,3.6,3.4,4.5,3.0,2,Mid_adult
3701,nochurn,yes,leisure,double,5551.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,49,F,1.9285714285714286,1.8,2.2,1.0,2.5,2,Mid_adult
3702,nochurn,yes,business,single,4961.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,35,M,4.071428571428571,4.0,4.2,3.0,5.0,2,Young_adult
3703,nochurn,no,business,single,5270.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,26,F,2.857142857142857,2.4,4.0,1.0,3.0,2,Young_adult
3704,churn,no,business,double,5433.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,1.0,24,M,2.2142857142857144,2.0,2.8,1.0,2.5,2,Young_adult
3705,churn,yes,business,double,6645.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,57,F,2.5714285714285716,2.4,2.4,3.5,2.5,2,Older_adult
3706,nochurn,yes,business,single,4600.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,59,M,3.642857142857143,4.0,3.8,3.0,3.0,1,Older_adult
3707,nochurn,yes,business,double,4200.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,38,F,2.2142857142857144,2.0,2.8,2.0,1.5,1,Mid_adult
3708,churn,yes,leisure,double,5679.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,32,M,3.642857142857143,4.4,3.2,4.0,2.5,2,Young_adult
3709,nochurn,yes,business,single,5068.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,51,M,3.7857142857142856,4.0,4.0,3.0,3.5,2,Mid_adult
3710,nochurn,yes,leisure,double,4749.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,41,F,4.0,3.8,4.4,3.5,4.0,1,Mid_adult
3711,churn,yes,business,suite,6729.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,58,F,2.4285714285714284,2.2,2.2,3.5,2.5,2,Older_adult
3712,churn,yes,business,single,6336.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,50,M,3.7142857142857144,3.8,3.4,4.0,4.0,2,Mid_adult
3713,nochurn,yes,leisure,double,4892.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,28,F,4.571428571428571,4.4,4.6,5.0,4.5,2,Young_adult
3714,nochurn,yes,business,single,4329.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,48,F,3.2142857142857144,3.6,3.4,2.5,2.5,1,Mid_adult
3715,churn,yes,leisure,double,5537.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,33,M,2.7857142857142856,2.8,2.6,3.5,2.5,2,Young_adult
3716,churn,yes,business,suite,4817.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,25,F,2.7857142857142856,3.0,2.2,3.0,3.5,2,Young_adult
3717,churn,yes,business,single,3756.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,31,M,2.0714285714285716,2.4,2.0,1.5,2.0,1,Young_adult
3718,nochurn,yes,business,single,4303.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,57,F,2.5,2.6,2.8,1.0,3.0,1,Older_adult
3719,nochurn,yes,leisure,double,5874.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,50,F,2.7857142857142856,3.4,2.2,3.0,2.5,2,Mid_adult
3720,nochurn,yes,business,double,5879.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,41,F,2.857142857142857,2.4,2.8,3.5,3.5,2,Mid_adult
3721,nochurn,yes,leisure,double,5167.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,40,F,3.4285714285714284,3.6,3.6,3.0,3.0,2,Mid_adult
3722,churn,yes,leisure,double,5298.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,69,M,2.4285714285714284,2.4,2.6,2.0,2.5,2,Older_adult
3723,nochurn,yes,leisure,double,5017.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,5.0,31,F,3.7857142857142856,4.0,3.6,4.0,3.5,2,Young_adult
3724,nochurn,no,business,single,4446.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,31,M,2.9285714285714284,2.2,3.8,2.0,3.5,1,Young_adult
3725,churn,no,business,single,5418.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,5.0,25,F,2.7857142857142856,3.4,2.2,4.0,1.5,2,Young_adult
3726,nochurn,yes,leisure,double,5104.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,30,F,3.5714285714285716,3.8,4.0,2.5,3.0,2,Young_adult
3727,nochurn,yes,business,suite,5828.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,3.0,5.0,5.0,39,M,3.9285714285714284,4.2,4.0,4.0,3.0,2,Mid_adult
3728,nochurn,yes,leisure,double,5180.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,30,F,1.3571428571428572,1.0,1.6,0.5,2.5,2,Young_adult
3729,churn,no,business,single,5320.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,36,F,2.4285714285714284,2.8,1.8,2.0,3.5,2,Mid_adult
3730,nochurn,yes,leisure,double,6593.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,46,F,4.214285714285714,4.2,4.2,5.0,3.5,2,Mid_adult
3731,nochurn,no,business,single,5585.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,22,F,2.357142857142857,2.0,3.0,1.5,2.5,2,Young_adult
3732,churn,no,business,double,4805.0,1.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,26,M,2.7857142857142856,2.2,3.8,2.5,2.0,2,Young_adult
3733,churn,no,business,double,4942.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,23,F,1.9285714285714286,1.8,1.8,1.0,3.5,2,Young_adult
3734,churn,yes,business,double,6919.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,60,F,3.0,2.8,2.8,4.0,3.0,2,Older_adult
3735,nochurn,no,business,double,5269.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,2.0,2.0,23,M,3.2142857142857144,2.8,3.2,3.0,4.5,2,Young_adult
3736,churn,yes,leisure,double,4989.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,43,M,2.7142857142857144,2.0,3.4,1.0,4.5,2,Mid_adult
3737,churn,yes,leisure,double,5453.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,33,M,2.857142857142857,3.0,2.8,1.5,4.0,2,Young_adult
3738,churn,no,business,single,4973.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,40,F,2.7142857142857144,3.2,3.0,2.5,1.0,2,Mid_adult
3739,nochurn,yes,leisure,double,5549.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,37,F,3.357142857142857,3.2,3.8,3.0,3.0,2,Mid_adult
3740,nochurn,yes,business,single,5271.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,58,F,2.9285714285714284,3.0,3.0,3.0,2.5,2,Older_adult
3741,nochurn,yes,business,single,6734.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,37,F,3.642857142857143,3.8,4.0,2.5,3.5,2,Mid_adult
3742,churn,yes,leisure,double,5002.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,53,M,3.7142857142857144,3.8,4.0,3.0,3.5,2,Mid_adult
3743,nochurn,yes,leisure,suite,6947.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,60,F,4.0,4.0,4.2,4.0,3.5,2,Older_adult
3744,nochurn,yes,business,single,6634.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,39,F,3.2857142857142856,3.6,3.2,2.5,3.5,2,Mid_adult
3745,churn,yes,business,single,5337.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,38,F,2.7142857142857144,3.0,2.6,2.5,2.5,2,Mid_adult
3746,churn,yes,business,double,5014.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,48,M,3.7142857142857144,3.2,3.8,4.0,4.5,2,Mid_adult
3747,churn,no,business,double,4930.0,4.0,0.0,4.0,1.0,5.0,4.0,2.0,5.0,1.0,1.0,5.0,2.0,3.0,5.0,26,M,3.0,3.4,2.8,4.5,1.0,2,Young_adult
3748,nochurn,yes,leisure,double,6026.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,45,F,3.5,3.8,3.8,2.5,3.0,2,Mid_adult
3749,nochurn,yes,business,single,4585.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,53,F,4.0,4.4,4.4,2.5,3.5,1,Mid_adult
3750,churn,yes,leisure,double,5594.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,39,M,2.7857142857142856,3.2,2.4,3.0,2.5,2,Mid_adult
3751,nochurn,yes,leisure,double,4692.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,30,F,4.071428571428571,4.4,4.0,4.0,3.5,1,Young_adult
3752,nochurn,yes,business,single,4619.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,56,M,4.428571428571429,4.4,4.4,4.5,4.5,1,
3753,churn,yes,business,single,6184.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,58,M,1.8571428571428572,2.2,1.6,2.5,1.0,2,Older_adult
3754,nochurn,yes,business,single,5594.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,42,M,3.2142857142857144,3.4,3.4,3.0,2.5,2,Mid_adult
3755,churn,no,business,single,5521.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,39,F,3.357142857142857,4.0,3.0,3.0,3.0,2,Mid_adult
3756,nochurn,no,business,double,4983.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,27,F,3.857142857142857,4.4,4.0,4.0,2.0,2,Young_adult
3757,churn,no,business,double,4734.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,27,M,2.5,2.4,2.4,2.5,3.0,1,Young_adult
3758,churn,no,business,single,5262.0,4.0,0.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,26,M,4.0,4.4,3.6,4.5,3.5,2,Young_adult
3759,churn,yes,leisure,double,6303.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,67,F,4.214285714285714,4.4,4.4,3.5,4.0,2,Older_adult
3760,churn,yes,leisure,double,6263.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,52,F,3.9285714285714284,3.8,3.8,4.5,4.0,2,Mid_adult
3761,churn,yes,business,suite,6009.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,47,F,2.5,2.4,2.8,2.0,2.5,2,Mid_adult
3762,churn,no,business,single,4698.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,39,F,2.5,2.6,2.6,1.5,3.0,1,Mid_adult
3763,churn,yes,business,single,3002.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,51,F,2.7857142857142856,2.8,2.4,4.0,2.5,1,Mid_adult
3764,nochurn,yes,leisure,double,5168.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,56,F,3.642857142857143,4.0,3.2,3.5,4.0,2,
3765,nochurn,yes,business,single,5062.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,48,M,3.2142857142857144,3.2,3.6,2.5,3.0,2,Mid_adult
3766,nochurn,yes,business,single,3547.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,43,F,3.7142857142857144,3.8,4.2,3.5,2.5,1,Mid_adult
3767,nochurn,no,business,single,5434.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,21,M,3.7857142857142856,4.2,3.8,3.5,3.0,2,Young_adult
3768,nochurn,yes,business,single,3511.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,27,M,3.357142857142857,3.4,3.6,3.5,2.5,1,Young_adult
3769,nochurn,yes,business,double,5140.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,1.0,5.0,64,M,3.642857142857143,4.0,4.0,3.5,2.0,2,Older_adult
3770,nochurn,yes,leisure,suite,6284.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,59,F,3.9285714285714284,3.8,4.0,4.0,4.0,2,Older_adult
3771,churn,yes,leisure,double,4810.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,19,M,3.857142857142857,3.8,4.0,3.5,4.0,2,Young_adult
3772,churn,yes,leisure,suite,5098.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,35,M,2.642857142857143,2.8,2.4,1.5,4.0,2,Young_adult
3773,churn,no,business,single,4927.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,31,M,3.0714285714285716,3.0,3.4,2.0,3.5,2,Young_adult
3774,churn,yes,leisure,double,5276.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,34,M,2.0,2.4,1.6,2.0,2.0,2,Young_adult
3775,nochurn,yes,business,single,4701.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,60,F,3.0714285714285716,4.2,2.6,1.5,3.0,1,Older_adult
3776,nochurn,yes,business,suite,6626.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,62,F,3.0714285714285716,3.4,3.4,1.0,3.5,2,Older_adult
3777,churn,yes,leisure,double,4255.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,51,F,4.0,3.2,4.6,4.0,4.5,1,Mid_adult
3778,nochurn,yes,business,single,5539.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,46,M,4.785714285714286,5.0,4.8,4.0,5.0,2,Mid_adult
3779,churn,no,business,single,5052.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,46,F,2.857142857142857,3.4,2.4,2.0,3.5,2,Mid_adult
3780,nochurn,yes,leisure,double,6658.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,65,F,4.285714285714286,4.2,4.4,4.0,4.5,2,Older_adult
3781,churn,yes,business,double,6663.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,50,F,2.7142857142857144,2.0,3.2,3.0,3.0,2,Mid_adult
3782,churn,yes,leisure,double,5108.0,1.0,1.0,0.0,4.0,5.0,0.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,29,M,3.0714285714285716,2.2,3.8,2.5,4.0,2,Young_adult
3783,nochurn,yes,business,double,5253.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,65,M,2.7857142857142856,3.4,2.4,2.5,2.5,2,Older_adult
3784,churn,yes,business,double,6312.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,51,F,3.142857142857143,3.2,3.0,3.5,3.0,2,Mid_adult
3785,nochurn,yes,leisure,double,4313.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,43,F,4.428571428571429,4.6,4.4,4.0,4.5,1,Mid_adult
3786,nochurn,yes,business,single,6076.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,42,M,3.4285714285714284,3.6,3.6,3.0,3.0,2,Mid_adult
3787,nochurn,no,business,double,5298.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,30,M,4.142857142857143,4.0,4.0,5.0,4.0,2,Young_adult
3788,churn,yes,business,single,5406.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,59,M,2.7857142857142856,3.0,2.8,2.5,2.5,2,Older_adult
3789,nochurn,yes,business,single,4190.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,54,M,4.428571428571429,4.0,4.6,4.5,5.0,1,Mid_adult
3790,nochurn,yes,leisure,double,4305.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,39,F,4.428571428571429,4.6,4.2,4.5,4.5,1,Mid_adult
3791,nochurn,yes,business,single,4180.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,55,F,2.4285714285714284,2.6,2.8,2.0,1.5,1,Mid_adult
3792,churn,yes,business,single,5079.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,40,F,3.5714285714285716,3.4,3.4,4.0,4.0,2,Mid_adult
3793,churn,yes,leisure,double,5201.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,38,M,3.642857142857143,3.2,4.4,3.5,3.0,2,Mid_adult
3794,nochurn,yes,leisure,double,4714.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,35,F,4.071428571428571,4.0,4.2,4.0,4.0,1,Young_adult
3795,churn,yes,business,single,5386.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,45,F,2.142857142857143,2.2,2.0,2.0,2.5,2,Mid_adult
3796,churn,no,business,double,5246.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,26,F,2.5,1.8,2.6,1.5,5.0,2,Young_adult
3797,churn,no,business,double,6166.0,2.0,0.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,38,F,2.5714285714285716,2.6,3.0,2.5,1.5,2,Mid_adult
3798,nochurn,yes,business,double,6188.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,3.0,4.0,33,F,3.857142857142857,3.6,4.2,4.5,3.0,2,Young_adult
3799,nochurn,yes,business,single,5278.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,77,F,4.428571428571429,3.8,4.8,4.5,5.0,2,Older_adult
3800,nochurn,yes,business,single,6525.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,51,M,4.428571428571429,4.4,4.6,4.0,4.5,2,Mid_adult
3801,churn,yes,business,suite,5588.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,28,M,3.5,3.4,3.6,4.0,3.0,2,Young_adult
3802,nochurn,yes,business,single,3114.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,57,F,4.071428571428571,4.2,4.2,3.5,4.0,1,Older_adult
3803,nochurn,yes,business,single,4165.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,69,M,3.357142857142857,3.6,3.4,2.5,3.5,1,Older_adult
3804,nochurn,yes,business,single,4453.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,50,F,3.5714285714285716,3.4,4.2,3.5,2.5,1,Mid_adult
3805,nochurn,yes,business,single,6577.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,53,F,3.642857142857143,3.6,4.4,2.5,3.0,2,Mid_adult
3806,nochurn,yes,leisure,double,6730.0,0.0,5.0,0.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,5.0,3.0,1.0,3.0,44,F,2.5714285714285716,2.0,3.6,1.5,2.5,2,Mid_adult
3807,nochurn,yes,leisure,single,5288.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,62,F,3.857142857142857,4.0,3.8,4.0,3.5,2,Older_adult
3808,nochurn,yes,leisure,double,5355.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,45,F,3.9285714285714284,4.0,4.2,3.5,3.5,2,Mid_adult
3809,churn,no,business,single,4246.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,49,M,2.9285714285714284,3.2,2.8,2.5,3.0,1,Mid_adult
3810,nochurn,yes,leisure,double,5706.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,35,F,4.071428571428571,3.6,4.2,5.0,4.0,2,Young_adult
3811,churn,yes,leisure,double,2949.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,54,M,2.2142857142857144,2.2,2.2,2.0,2.5,1,Mid_adult
3812,churn,yes,business,single,6113.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,34,F,2.2142857142857144,2.2,2.2,2.0,2.5,2,Young_adult
3813,churn,yes,business,single,6406.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,43,M,2.642857142857143,2.4,2.4,3.5,3.0,2,Mid_adult
3814,churn,yes,business,double,5250.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,55,M,3.2142857142857144,4.0,3.4,2.5,1.5,2,Mid_adult
3815,nochurn,yes,leisure,double,6922.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,58,F,4.071428571428571,4.0,4.2,4.0,4.0,2,Older_adult
3816,churn,yes,business,single,4040.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,63,M,3.642857142857143,3.6,3.4,4.0,4.0,1,Older_adult
3817,churn,yes,leisure,double,4884.0,2.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,1.0,32,M,3.2142857142857144,3.4,3.6,3.0,2.0,2,Young_adult
3818,nochurn,yes,leisure,double,4790.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,37,F,3.2142857142857144,3.0,3.4,2.5,4.0,2,Mid_adult
3819,churn,yes,leisure,double,4338.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,71,M,3.7142857142857144,3.4,4.4,3.0,3.5,1,Older_adult
3820,nochurn,yes,business,single,4974.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,48,M,4.357142857142857,4.2,4.6,4.0,4.5,2,Mid_adult
